canonical_smiles,pchembl_value
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,7.43
Cc1onc(-c2ccc(C(F)(F)F)nc2)c1COc1ccc(C(=O)NC2CCOCC2)nn1,7.15
Cc1onc(-c2ccc(C3CC3)nc2)c1COc1ccc(C(=O)NC2CCOCC2)cn1,8.21
Cc1onc(-c2ccc(Cl)nc2)c1COc1ccc(C(=O)NC2(C)COC2)nn1,8.1
Cc1onc(-c2ccc(Cl)nc2)c1COc1ccc(C(=O)NC2CC3(COC3)C2)nn1,7.95
Cc1onc(-c2ccc(Cl)nc2)c1COc1ccc(C(=O)NC2CCOCC2)nn1,7.62
Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1,5.965
Clc1ccc(-n2nc3c(cnc4ccc(-n5ccnc5)cc43)c2OCC2CC2)cc1,6.87
Clc1ccc(-n2nc3c(cnc4ccccc43)c2OCc2ccccc2Cl)cc1,7.19
Clc1ccc(-n2nc3c4c(ncc3c2OCC2CC2)CCCC4)cc1,7.03
Clc1ccc(-n2nc3c4c(ncc3c2OCc2ccccc2Cl)CCCC4)cc1,7.34
Clc1ccc(-n2nc3c4c(ncc3c2OCc2ccccc2Cl)CCCCC4)cc1,6.62
Clc1ccc(COc2c3cnc4c(c3nn2-c2ccc(Cl)cc2)CCCC4)cc1,6.8
Clc1ccc2c(c1)-c1ncnn1Cc1c(Cl)ncn1-2,7.82
Clc1ccc2c(c1)[nH]c1c2ncc2[nH]c3ccccc3c21,8.4
Clc1ccccc1COc1c2cnc3ccccc3c2nn1-c1ccc2c(c1)OCO2,7.3
Cn1c(=O)c2cc(C#C[Si](C)(C)C)ccc2n2cnc(C(=O)OC(C)(C)C)c12,6.71
Cn1cc(Cn2c(=O)c3cncn3c3ccccc32)cn1,6.91
FC(F)c1ncn2c1Cn1ncnc1-c1cc(Br)ccc1-2,6.76
Nc1c(C(=O)c2ccc(Cl)cc2)sc2ccccc12,6.0
O=C(NC1CC2(COC2)C1)c1ccc(OCc2c(-c3ccc(Cl)nc3)noc2C2CC2)nn1,7.37
